text,score,cosineSim,result
Exhausted after a wonderful day that I will never forget. Pamela and Joel forever!!! :) <3,"[1, 1, 1, 1, 1, 1, 3, 3, 1, 0]",[0.8529017704686146],0
Has her bridesmaid dress!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7340892861509062],0
It baffles me that some people never dream of flying.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7019864564654956],0
So many exciting things all happening at once!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7514702227515708],0
"OMG! My blog has almost 100 more hits since last time I checked, which granted, has been about two weeks . . . but STILL! Man . . . I never knew a number could be so inspiring.","[1, 1, 1, 1, 1, 5, 1, 3, 1, 1]",[0.8688700812979382],0
The meaning of life is meaning,"[1, 1, 1, 1, 5, 1, 1, 3, 1, 0]",[0.7940317073293897],0
<3 Grapefruit soda!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6651207028416526],0
"I think that more people need to post wedding pictures, because I don't have any of my own.","[1, 1, 1, 1, 1, 5, 1, 3, 1, 1]",[0.8581896174132659],0
"Ok, so my neighbors have been listening to kissed by a rose on repeat for the past hour . . . it is a good song, but this seems a bit excessive.","[1, 1, 1, 5, 1, 3, 3, 1, 0, 0]",[0.9182548387062465],0
I'm loving having homework again!,"[1, 1, 1, 1, 5, 1, 1, 1, 0, 0]",[0.7241166272891015],0
time goes faster when everything is changing all at once,"[5, 5, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7153289162975722],0
"It's times like this that I'm glad for the contrast. It's what makes life beautifully complicated. Textured. Without it, I would be horribly bored.","[1, 1, 1, 1, 1, 1, 1, 1, 3, 0]",[0.8821902187545847],0
Oh for the love of sarcasm!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6087146487155466],0
"Dear college, I miss you.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7841027701604502],0
"God lets us see to the curve in the road. :) All he asks is that we walk to that curve, and look around the corner, to the rest of the road that he has planned for us that we can't see yet.","[5, 7, 1, 7, 3, 1, 7, 1, 1, 0]",[0.857443386106729],0
Kinda forgot what it was like being forced to force that artistic inspired moment. . . .,"[9, 7, 1, 1, 5, 1, 1, 3, 1, 0]",[0.7350656346211454],0
"I wish my hair could grow twice as long overnight, so I could finally cut it the way I want to. But alas, I will have to keep waiting and waiting and waiting. Probably for another stupid year.","[1, 3, 7, 5, 1, 1, 1, 1, 1, 1]",[0.8981528622414688],0
Thank you God!!!!,"[1, 1, 1, 1, 5, 1, 1, 0, 0, 0]",[0.7262108334002295],0
I wonder if facebook will be studied like history 100 years from now. If students will have to write papers about our culture based on status updates . . .,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8607076400282933],0
"I have a new phone, and a new number. Text me if you want me to have yours! 651-368-4294","[5, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0.8584146091444593],0
I'm excited for the new Dr. Who . . . I hope it's good.,"[1, 5, 5, 1, 1, 1, 1, 1, 1, 0]",[0.7311750011057117],0
I had fun making pie today!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.78613259388407],0
I live like a hermit inside of my ipod. :),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7946664848685456],0
"If anybody has any ideas for non tacky wedding decorations that are orange yellow, and turquoise, but don't look like they are autumn, or Halloween decorations . . . let me know. I'm running out of inspiration all of a sudden.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8988391314695613],0
I never was a good imposter,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7004420084343936],0
Icicle Bicycle <3,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6849740341597262],0
Bedtime. <3,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.41655028749886513],0
I <3 Eren Dainjer Watts she's the bestest :D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7083096458149402],0
I <3 Alexx Harrison she is the bestest most amazing person in the world!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8477359330925753],0
I <3 Heather Marie Goers she's the bestest person!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.74152252615206],0
"So,I'm pimping out Alexx Harrison, Eren Dainjer Watts and Heather Marie Goers. Any takers? They're a bit expensive but worth the money if you like the upscale hookers for like presidents. <3 you","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.862486320694751],0
I love psychos. They're awesome.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6174710997711388],0
Today is a good day. =),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7899392100850772],0
/Fairy tales can come true You gotta make 'em happen,"[9, 3, 1, 1, 1, 1, 1, 1, 0, 0]",[0.700344231224705],0
"Misses Rams horn with Kara Horstmann, KatieMae Knopp, Kristen Singleton and Elle Socrates.","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.8327728476484451],0
I don't think I've ever smiled so much such shortly after doing something sooo stupid.,"[5, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8424264298090621],0
"Sometimes you have to forget how you feel, and remember what you deserve.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9009877741731868],0
Really right now? Really?,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 2]",[0.3798460679974434],0
Next time I go to saginaw I'm definitely getting me some good 'ole Eudici's pizza and bread sticks... I miss it,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8569698135576904],0
Listen to the drummer who strikes a different beat within you.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8305226526673017],0
"Play these records and think of me, I'll wish on mars and think of you.","[1, 3, 1, 1, 5, 1, 5, 1, 1, 1]",[0.7371713828589043],0
Where the hell is a reset button,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7502001268432112],0
Yay for ear aches,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6633743132403982],0
"Raise your hopeful voice, you have a choice.","[9, 1, 5, 9, 9, 5, 5, 7, 0, 0]",[0.8216245759261428],0
Thinking of changing my number.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.6865294921440964],0
"Make haste, I feel your heart beat","[1, 1, 1, 1, 1, 1, 1, 1, 1, 5]",[0.702874487419373],0
Think I might spend the rest of the afternoon watching Let The Right One In and eating ice cream..,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8851352554808372],0
was pleasantly surprised to hear Don't You (Forget About Me) on the radio on the way home. xD And who says there's nothing good on the radio any more? ?,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.9341996208488869],0
has been watching Heathers for only eight minutes and it's already epicly quotable :'),"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.7156030169909786],0
feels like doing Operation Beautiful again.. :),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6738374240461108],0
Question to all my American friends: Do you celebrate Pancake Day over there? o:,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7953847449198707],0
has discovered how amazing golden syrup is on pancakes. :D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.706706652514922],0
Just found out how to make PSP brushes. :D Happy!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6343559878553416],0
"had fun discussing world domination plans with Jazzle Tabbs, Ben Philpott, Harley Rees, Becky Jayne Blair, and Josie Barrett today :'D Thanks for cheering me up ?","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.780032685864235],0
"Happy with my B in psychology.. :D Got a D in maths, though that was better than I thought I would get.. :\","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8122507000225918],0
Thanks for the birthday messages ? -hugs everyone-,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7496641852104429],0
Is there college on Friday..?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.6936474221477469],0
really enjoyed shopping with Timmy Langdon and Tasha 'Nigel' Wilkinson~ :) ?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8032758380945919],0
Piano exam went alright this morning.. :D Except sight reading. I completely failed at that.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7909901832436376],0
"Last night's dream was strange, to say the least.. it involved my ex asking me to fix a piano, a cat who yelled /JULIA!/""","[1, 1, 1, 1, 1, 1, 1, 3, 1, 0]",[0.8321087786734783],0
Would anyone be able to do me a really big favour tomorrow? D: I need a lift back to college from STP at 11.. I'll pay for petrol and stuff~,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9091296298450535],0
"Got 78% on my piano exam, which is a merit! :D Happyyyy~ ?","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8339306251164847],0
"Anna Gallini, Annie Harries, Hazel Mae Hewins, Alistair Hamilton, and Peter 'Zac' Scammell.. as the first five friends that showed up on my profile just now, you are my team in a zombie attack. x3","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.896583982097452],0
Was going to go for a ridiculously long walk today but due to clouds and stuff I stayed home and watched Let The Right One In instead. 'twas very epic. ^_^,"[1, 1, 1, 1, 3, 1, 1, 1, 1, 0]",[0.8689705588274538],0
"Today was very epic with Nathan Griffiths, Timmy Langdon, and Adam Stephen James~ :D Particularly all the random tadpoles. :')","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8770836985191752],0
"Today shall forever be known as /the day when the fire alarm randomly decided to go off in the middle of the orchestra concert/"".""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8780612077538454],0
Might attempt to learn guitar again..,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7294422271686178],0
Oakwood was epic! ^-^ Really glad I finally went on Speed.. pictures will be up soonly ?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7483704579702113],0
Just watched Wristcutters: A Love Story. I think my heart melted at the ending. xD ?,"[1, 1, 1, 1, 3, 1, 1, 1, 0, 0]",[0.8456064332599997],0
wants to make some spiral cookies..,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.5324829808416268],0
Lush day today! ^-^ Loving the big round yellow thing that seems to have appeared in the sky..,"[1, 1, 1, 1, 1, 1, 1, 3, 3, 0]",[0.8872432006097143],0
Wondering whether Oakwood's open yet. I really feel like going at some point..,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7812777415935593],0
Why are all these random Spanish//Hawaiian people with no mutual friends showing up on my People You May Know? o_O,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8617750228050901],0
"English coursework, I hate you very much. :)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7610048787513141],0
Anyone know if we had maths homework? D:,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7822786104094771],0
Just sent my video of Dana drinking from the tap to You've Been Framed. xD,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8517074762161694],0
Bandslash: the reason I can no longer imagine Zacky Vengeance as straight. :'D,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8407846913061083],0
"I really kind of want to write an angsty unrequited love song called /In Soviet Russia You Love Me/"". :')""","[1, 1, 1, 5, 0, 0, 0, 0, 0, 0]",[0.8636818585509964],0
Really gutted that I didn't get to see The Scary Guy today. D:,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8775487890686696],0
"At the risk of sounding like a conspiricy nut, news said he killed last week. President Obama said to day he autorized the attack on his compound. But news said he died last week. How long does DNA testing take?","[1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",[0.8590694993543904],0
why,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.17836590091356397],0
"If youve never seen Sin city the movie I suggest it. Cant sleep tonight so I wrote some thing for you. Iv smoked to much this last week, done things I havnt in a long while. I just need one thing, Smuggle, I dont want to go back to the old way please just hear my words.","[1, 1, 1, 1, 1, 1, 1, 3, 0, 0]",[0.9096409266238475],0
"Made egg sandwiches, not the same","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7876376990168241],0
I wish I had a time machine,"[1, 1, 1, 1, 7, 1, 1, 0, 0, 0]",[0.802122274849974],0
Every ones second,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.5620973759598572],0
why are most people morning people or at least day people? Why are there not more night owls?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.769236783792736],0
Very quite night,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.600436817345498],0
"Raoul Duke: Look, there's two women fucking a polar bear! Dr. Gonzo: Don't tell me these things. Not now man.","[1, 1, 5, 1, 3, 5, 5, 1, 5, 6]",[0.9739419683103835],0
Gorgeous day out to day,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.7641049461670477],0
Got some much needed sleep feel all most human,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.5983163214764271],0
I have to say my speech in about 2 hours :S,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7639128114798578],0
Cleaned up Australia :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.5345215283943692],0
God taught us music in physics :),"[1, 1, 1, 1, 1, 3, 1, 1, 0, 0]",[0.729749757107999],0
My ipod just had a white screen and it wouldnt go away and then while I was having a panic attack I tried pressing a bunch of things and I fixed it :) I am so smart,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9100353200995928],0
I haved proved in physics that joshua's hair is the greatest source for static electricity :),"[1, 1, 1, 1, 1, 1, 1, 7, 1, 0]",[0.8884835320565307],0
I proved a physics textbook wrong :D,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.661180223322655],0
Anyone know what rationalism is ( In a political terms ) But dont tell me it is mid way between idealism and internationalism,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8951934772347254],0
I got my glassess :D I can read things again :),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7462950593492582],0
I am in the Newspaper :D,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7645368965383196],0
"Had a awesome time at the movies today with, my wingman, My bestfreind,Twin and jordan :)","[1, 1, 1, 1, 5, 1, 1, 3, 1, 0]",[0.8603038141815819],0
Hahaha I finished my homework and to think it only took 2 and a half hours :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8454460900131155],0
:) Having an awesome conversation with danielle :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6031979508123336],0
Math test was so easy today :) Also great time at plaza today :D,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8378993453387443],0
My religion assignment is already annoying me >:( cant anybody write a worthwhile news story these days,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8558020679366674],0
Movies was great :) Also saw shell at the library :O,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7090672980904689],0
Okay my body is officaly stuffed up,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7384995854482811],0
<3 <3 <3,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.783556100183912],0
Working on my 6-8 min speech :S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6610760505497305],0
Got an early birthday present :D Finding out I will not go blind in my left eye I only have some other disorder that wont cause any problems :D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8884088491831845],0
"Plaza was fun today I got some free chocolate :) and there was this thing that tried to kill Jordan, Jack and me :S","[1, 1, 1, 1, 1, 1, 1, 3, 1, 0]",[0.8724548568305499],0
I got my licence :D !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.6597662918596225],0
"/Never interupt your opponent while he is making a mistake/"" :)""","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8770111979950419],0
I went for my first drive today :D !!!!!!!!!!!!!!!!!!!!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7086073903010345],0
Doing my physics assignment :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6932346667728492],0
Who here remembers what a floppy disk looks like?,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6283451109650952],0
"Chocolate bunnies, candy canes and heart-shaped boxes should be available year-round.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8321836313208616],0
Cracked Pepper and Olive Oil Triscuit Crackers...so good it hurts!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8548909915534791],0
On fire!?!?!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7316413914269103],0
Just made some super bomb curry chili! It's great!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8207263460648091],0
"/Whose Line Is It Anyway/"" is on right now...ABC Family""","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7713394664483342],0
National Red Day....that's why everyone on KTLA is wearing my color!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8579133753480621],0
...Is Sterlizing the bottles!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.5857114547177408],0
Bring me some sunny-side eggs topped with some banana ketchup!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.795308530861773],0
I feel better now.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.5904729636089905],0
Who Framed Roger Rabbit is on...a fond memory from my childhood...but they are cussing in it! How did that not get edited out?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8822510284719548],0
4 yogurts for $1 at the 99ÃƒÂ¢Ã¢â‚¬ÂÃ…â€œÃƒÆ’Ã‚Â©ÃƒÂ¢Ã¢â‚¬ÂÃ‚Â¬ÃƒÆ’Ã‚Â³ only store!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7176228292008315],0
So is the game over??,"[1, 5, 1, 1, 1, 1, 1, 0, 0, 0]",[0.7408676949583478],0
The Color Purple is on KCET...for some reason...,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8175477398915014],0
Have you ever tried to Google yourself but didn't get many results? Google Emery instead! The 1st ten pictures are either her or Thomas lol!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8759797661642826],0
I need some relatives out here please! The weather averages 70 degrees in February and you have the option of going either to the mountains or the beach or fishing and camping or gazing at the stars in Hollywood. It's a big state...you'll never be bored. <3 COME AND JOIN US IN CALIFORNIA!! <3,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8908393845213337],0
"It takes a lot of effort to change your name, especially if you live in a state different from the one you were born in...am I doomed to be Johnson forever?","[1, 3, 7, 1, 1, 1, 1, 1, 1, 1]",[0.8913630659211116],0
"I wish I had a warm, heated table to sit under in the winter.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8700502786974958],0
Who wants to watch Battle: Los Angeles? It looks fierce!! :-),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6162525518026062],0
Since when did Church's Chicken start selling tacos?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7641625443056742],0
"Taking a not so leisurely stroll through the neighborhood, I'll be done in about an hour","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8628322920777798],0
I need a foot massage!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.6966544381188581],0
Who wants to be my face-time friend?,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.6722331392685219],0
"ROFLBO!! Lady Gaga ripped off of Madonna last night! Listen to her new song then listen to /Express Yourself/"" by Madonna and you'll see what I mean!""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8831098455350237],0
"So tired...gotta make dinner soon. Pasta, salad, wine, deep soak in tub, sleep!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8714135781814257],0
The main screen on the iPhone should rotate too.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8754675451005296],0
"Bought iTunes special version of /Need You Now/""; much better than regular one.""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.781191267062906],0
...is waiting for my nephew to come out!,"[1, 1, 3, 1, 1, 1, 1, 1, 0, 0]",[0.7451713372507959],0
...will be leaving in an hour for the induction! Charging and packing items NOW!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8461188703486491],0
Sitting here in my comfy hospital bed...can I take this home with me? It's very convenient!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8332336273349222],0
Norah Jones on the iPod + hospital Binky = Baby narcotic!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8295485532693269],0
