,userid,text,id,negative_ny,time,time_diff
523,29cda473b52e1c75fbfe958ed3aec565,"Please copy and paste this as your status if you know someone, or have heard of someone who knows someone. If you don't know anyone, or even if you've heard of anyone who doesn't know anyone, then do still copy this. It's important to spread the message. Oh, and the hearts. ? ? ? For frig's sake, don't forget the hearts. ? ? ?",156,4,2011-03-25,31
522,29cda473b52e1c75fbfe958ed3aec565,Thank you PALS managers and parents for a great teacher appreciation week!!,1358,2,2011-03-26,30
521,29cda473b52e1c75fbfe958ed3aec565,19 days!!,1359,2,2011-03-28,28
520,29cda473b52e1c75fbfe958ed3aec565,"It's Special Education week, and this is in HONOR of all the children who need a little extra help, patience & understanding. Very sadly, most of you probably won't copy and paste this. Will you do it and leave it on your status for at least an hour???",157,4,2011-03-29,27
519,29cda473b52e1c75fbfe958ed3aec565,"In honor of Opening Day, put this as your status if you know someone who suffers from being a Cubs Fan. Being a Cubs Fan is a real disorder and should be taken seriously. There is still no known cure for CF and sympathy does not help but we can raise awareness. 100% of Cardinals fans will re-post this, simply because we know how to copy & paste, as well as tie our shoes, and win games.",1360,4,2011-03-31,25
518,29cda473b52e1c75fbfe958ed3aec565,Anybody know a good mortgage company for fisrt time buyers with so so credit?,1337,4,2011-04-02,23
517,29cda473b52e1c75fbfe958ed3aec565,"Michael will be getting his ear tubes on Thursday! Wish us luck! (btw, 11 days!!)",1339,2,2011-04-05,20
516,29cda473b52e1c75fbfe958ed3aec565,Mickeys doing great! running around at home like nothing happened :),1340,2,2011-04-07,18
515,29cda473b52e1c75fbfe958ed3aec565,"Forecast for Sat 4//16: 52 degrees, 60% chance of showers :// Still looking forward to it! 6 days!!",1341,4,2011-04-09,16
514,29cda473b52e1c75fbfe958ed3aec565,Are we there yet? 2 days!!,1344,2,2011-04-13,12
512,29cda473b52e1c75fbfe958ed3aec565,at least 12 hours till we hit the road...,1345,2,2011-04-15,10
513,29cda473b52e1c75fbfe958ed3aec565,Survived sears tower skydeck!!,1346,2,2011-04-15,10
511,29cda473b52e1c75fbfe958ed3aec565,2 hour rain delay but game is still on! go sox!!,1349,3,2011-04-16,9
510,29cda473b52e1c75fbfe958ed3aec565,Rain rain go away!,1348,1,2011-04-16,9
509,29cda473b52e1c75fbfe958ed3aec565,"If you have a sister who has made you laugh, punched you, stuck up for you, drove you crazy, hugged you, watched you succeed , saw you fail, picked you back up, cheered you on, made you strong, and is someone you cant live without & someone you can always count on....REPOST THIS IF YOU HAVE A SISTER THAT YOU LOVE",154,2,2011-04-18,7
507,29cda473b52e1c75fbfe958ed3aec565,"Who says Facebook friends aren't real friends? They enjoy seeing you online every day... miss you when you're not there... send condolences if you've lost someone... send you wishes on your birthday... enjoy the photos & videos you post... put a smile on your face when you're down, make you laugh when you feel like crying....... Repost if you love your Facebook friends!!!!!",155,2,2011-04-22,3
508,29cda473b52e1c75fbfe958ed3aec565,Happy 5 year anniversary to my hubby Ben Maxwell!!!,1354,2,2011-04-22,3
506,29cda473b52e1c75fbfe958ed3aec565,"Congrats to my Dad, he is officially retired today!!",1355,2,2011-04-23,2
505,29cda473b52e1c75fbfe958ed3aec565,Happy easter!,1357,2,2011-04-24,1
504,2549774d68d7ccbcba069afb45c7e237,assessment done and passed :),1304,2,2011-01-13,60
503,2549774d68d7ccbcba069afb45c7e237,"why do I feel like I'm hungover, I haven't drank since New year (well alcohol of course I've drank tea etc)",1306,1,2011-01-15,58
502,2549774d68d7ccbcba069afb45c7e237,"has found that he has one perfect piece to to make some goggle curtesy of a broken watch, now were to find a matching second piece",1310,2,2011-01-17,56
501,2549774d68d7ccbcba069afb45c7e237,"Ouchy Ouch Ouch and retreat to sofa with hot water bottle and 800mg of ibuprofen, looks like it may be takeaway for tea tonight",1309,1,2011-01-17,56
500,2549774d68d7ccbcba069afb45c7e237,"Yesterday Biggy Smalls said there must be a problem with my eyes - so I gave him a list of exactly what was wrong with them, I don't think it was the answer he was looking for at the time",1311,4,2011-01-18,55
499,2549774d68d7ccbcba069afb45c7e237,"The lady at the chip shop /Is this your daughter/"" James /""No it's my son/"" one very embarrassed lady""",1313,1,2011-01-19,54
496,2549774d68d7ccbcba069afb45c7e237,"didn't realise the dark young played such an important role in Prince Caspian, what next I know they find a wierd island in Dawn Treader I wonder if all the angle are wrong in a non-ecludian way",1316,4,2011-01-20,53
497,2549774d68d7ccbcba069afb45c7e237,need either more old electronic equipment to dismantle or a smaller jar for all the pretty bits,1317,4,2011-01-20,53
495,2549774d68d7ccbcba069afb45c7e237,Is oddly craving larger I blame Bonnies I'm not drinking any more plan,1315,2,2011-01-20,53
498,2549774d68d7ccbcba069afb45c7e237,found some beer now off to have a bath,1318,2,2011-01-20,53
494,2549774d68d7ccbcba069afb45c7e237,In my attempt to embrace wildlife through the medium of vocal tics I Have been doing angry goose about to strike noises... which doesn't half clear the que in fornt of you in Gregs,1320,2,2011-01-21,52
493,2549774d68d7ccbcba069afb45c7e237,Must ring work and tell them I'll be late as I need to go and collect hard drugs (well my prescription (which amounts to the same thing),1319,1,2011-01-21,52
492,2549774d68d7ccbcba069afb45c7e237,"has realised the reason the painkillers haven't kicked in yet is that I didn't take them, darn my fuzzy head",395,1,2011-01-22,51
490,2549774d68d7ccbcba069afb45c7e237,after saying he'd never had red mold on cheese found his blue cheese had developed a nice red section at the front,1324,3,2011-01-24,49
489,2549774d68d7ccbcba069afb45c7e237,psychic-electric-break beat-shamanic-dance-punk is wrong,1323,1,2011-01-24,49
491,2549774d68d7ccbcba069afb45c7e237,apparently I am required to buy little big planet 2 or suffer a parenting fail,1325,1,2011-01-24,49
487,2549774d68d7ccbcba069afb45c7e237,journal entry = fail // steam punk my little pony is coming along nicely though,1326,2,2011-01-25,48
488,2549774d68d7ccbcba069afb45c7e237,): Is supposed to go to work for the big staff meeting about restructure :(,396,1,2011-01-25,48
486,2549774d68d7ccbcba069afb45c7e237,having discovered the joy of my big fat gypsy wedding i'm off to explore the brain through the medium of iplayer,1328,2,2011-01-27,46
485,2549774d68d7ccbcba069afb45c7e237,found evidence of owl activity in the garden,1329,4,2011-01-28,45
482,2549774d68d7ccbcba069afb45c7e237,Now why didn't I think of canabalising round hippy sunglases for goggle lenses earlier - now to find cheap pair to pull apart,1332,4,2011-01-29,44
483,2549774d68d7ccbcba069afb45c7e237,pain would be preferable to the feeling someone has removed your arms and replaced them with a badly fitting pair,397,1,2011-01-29,44
484,2549774d68d7ccbcba069afb45c7e237,"I have just rang in sick for tomorrow which would not be so bizare if I wasn't working today, well running on tramadol and high octane coffee, haven't slept but can a test to the pain killing properties of Little Big Planet 2",398,1,2011-01-29,44
480,2549774d68d7ccbcba069afb45c7e237,Back on dA will it last is the question?,1334,4,2011-01-31,42
479,2549774d68d7ccbcba069afb45c7e237,"Has a lovely copper bread, some edible beards so is all set to go and enjoy cake day",1333,2,2011-01-31,42
481,2549774d68d7ccbcba069afb45c7e237,Is going to have to miss the conference tomorrow if I'm going to catch up with my work,1335,2,2011-01-31,42
478,2549774d68d7ccbcba069afb45c7e237,Has found a doll with the most hideous face imaginable,1285,1,2011-02-01,41
477,2549774d68d7ccbcba069afb45c7e237,30 mins to get 3 people ready for school - I'll be cranky by lunch time - I hate waking up late after 2 hours of being kicked by smally-smalls who had decided he needed to sleep in my bed - oh well off to breackfast club wonder if they'll do me a takeout,391,1,2011-02-02,40
476,2549774d68d7ccbcba069afb45c7e237,Is thinking he may do some finger painting,1289,4,2011-02-03,39
475,2549774d68d7ccbcba069afb45c7e237,"Drilling holes in brass by hand isn't fun or quick, oh if only I had the right sized thingumwatchits to use drill bit on powered devices these goggles would be easier to complete",1293,4,2011-02-06,36
473,2549774d68d7ccbcba069afb45c7e237,"washing machine has done two washes without having to manually select the spin cycle and stop it washing, is my new phoenix obsession transferring to the white good",1294,2,2011-02-07,35
474,2549774d68d7ccbcba069afb45c7e237,Now I've found the right attachment I need to change my drilling hold or i'll end up with a piecing in the flap of skin between my thumb and finger... it was quite scary slow motion experience I can tell you,1295,1,2011-02-07,35
471,2549774d68d7ccbcba069afb45c7e237,"in doing so, the child is satisfying a deeply felt need by externalising the wish",1297,4,2011-02-08,34
472,2549774d68d7ccbcba069afb45c7e237,big fat gypsy wedding watched time for bed,1298,4,2011-02-08,34
469,2549774d68d7ccbcba069afb45c7e237,hi ho hi ho it's off to work we go - hopefully I'll be told what the new structure means for me other than no one else will do weekends so you've got them still,1301,2,2011-02-11,31
470,2549774d68d7ccbcba069afb45c7e237,wishes I knew where my other stopping glasses from shooting across the room when I tic band was as the dangly bit in the one keeps getting caught under my collar,1302,1,2011-02-11,31
468,2549774d68d7ccbcba069afb45c7e237,"has a mobile that won't send text messages or open text messages, and had a day at work from hell, although it did end with a colleague writing bully across her own forehead in marker pen",393,1,2011-02-13,29
467,2549774d68d7ccbcba069afb45c7e237,"well in order to dress vaguely 1901 for the 110th (30+40+40)birthdayI have had to order a top hat, and then wear pretty much clothes I would wear on any given day. Although I may decide I'm from an alternate 1901 and wear my new goggles if I finish them",1308,4,2011-02-16,26
466,2549774d68d7ccbcba069afb45c7e237,New phone set up text facilities restored,1312,2,2011-02-18,24
465,2549774d68d7ccbcba069afb45c7e237,Top hat arrived so question is do I make more effort with costume? Seems kind of cheating as I dress vaguely steampunk chap most days to go to 1901 fancy dress party without finding something really different,1314,4,2011-02-19,23
464,2549774d68d7ccbcba069afb45c7e237,Right my new phone refuses to connect or find my wifi connection at home because a meter away is out of range - me thinkds there is an issue I need to get the shop to sort out,394,1,2011-02-20,22
462,2549774d68d7ccbcba069afb45c7e237,Having discovered the alternatre sheet with wep codes now I have internet connection now to see if I can get apps to download and work,1321,2,2011-02-22,20
463,2549774d68d7ccbcba069afb45c7e237,Apps loaded sorted now for a three way wearhammer battle with boys so they can discharge pent up sibling stroppyness through dice rolling,1322,2,2011-02-22,20
461,2549774d68d7ccbcba069afb45c7e237,"dressed - check, nail varnish - house keys - check, check, bag - check, phone - check, work phone - check, personal alarm - fail (oh well just have to make sure I'm not attacked in work), work keys - check righty ho must be time for work",1327,2,2011-02-26,16
459,2549774d68d7ccbcba069afb45c7e237,Application for Masters sent off,1330,4,2011-02-28,14
460,2549774d68d7ccbcba069afb45c7e237,thinks he can pin point the diazapam wearing off fully to the point were it felt like someone was trying to lever his hip out with a stone chisel,1331,1,2011-02-28,14
456,2549774d68d7ccbcba069afb45c7e237,Wonders what effect going to school useing a stick for the first time (that they'll have seen) will have on the kids?,1286,4,2011-03-02,12
458,2549774d68d7ccbcba069afb45c7e237,http:////www.bbc.co.uk//news//uk-wales-12620980,1288,4,2011-03-02,12
457,2549774d68d7ccbcba069afb45c7e237,The guy took one look at mre and then deciuded to wait for the next lift evenb though he had to stand around for the door to shut,1287,1,2011-03-02,12
455,2549774d68d7ccbcba069afb45c7e237,today on the way home I looked up at the dirty grimy sky and on the horizon noticed a murky purple a thin slice of vitality and beauty there if only I was open to seeing it.,1290,2,2011-03-04,10
454,2549774d68d7ccbcba069afb45c7e237,Monday there is an Ethnic minorities fair at city hall - Place2be has a stall and the theme is obesity if anyone is interested although didn't think obesity was an ethnicity,1291,4,2011-03-05,9
453,2549774d68d7ccbcba069afb45c7e237,Is thinking he needs a spring solstice come birthday masquerade,1296,2,2011-03-07,7
452,2549774d68d7ccbcba069afb45c7e237,"Asthma and putting on clothes backwards today the odds seemed stacked against me, oh well I'll just have to beat the odds up with my handy walking stick and proceed too counselling placement",1299,1,2011-03-09,5
451,2549774d68d7ccbcba069afb45c7e237,Found some great 80's books on disabiliity which are begging to be turned in colarge and cut-up art,1300,2,2011-03-10,4
450,2549774d68d7ccbcba069afb45c7e237,the dull ache like someone had implanted marbels in my temples and at the base of my skull since this morning is shaping up nicely into a feel someone is rooting around with screw drivers the question is do I go straight for diazapam or try NSAID first,392,1,2011-03-11,3
449,2549774d68d7ccbcba069afb45c7e237,training and then the possibility of war-gaming geeking afterwards.,1303,4,2011-03-12,2
448,2549774d68d7ccbcba069afb45c7e237,is wondering how practical the time travel back to 6.30 to leave the house option for travel to work actually is,1305,2,2011-03-13,1
447,23cbbe03a89344129e1a6d8419a66d23,Go in at 4pm....would love to chill before then if anyone is up for lunch :),1272,2,2011-01-26,60
444,23cbbe03a89344129e1a6d8419a66d23,Writing :),1273,2,2011-01-27,59
446,23cbbe03a89344129e1a6d8419a66d23,I <3 Rickie Fowler.....i'm gonna marry that golfer one dayy....,1275,2,2011-01-27,59
445,23cbbe03a89344129e1a6d8419a66d23,had an almost amazing poker game...trippled what i put into play...then bet two thirds of it in my last hand...and lost it all to a royal flush...cmon really?!?!?!?!?!? -_-,1274,1,2011-01-27,59
442,23cbbe03a89344129e1a6d8419a66d23,"going to clean the kitchen soon....work at three....off around eight- thirty /ish/""""",1276,2,2011-01-28,58
443,23cbbe03a89344129e1a6d8419a66d23,work -_- someone come see me -_- 3-8:30.....burgers are good for you :D,1277,2,2011-01-28,58
439,23cbbe03a89344129e1a6d8419a66d23,FUNNY MOVIES :D,1280,2,2011-01-29,57
440,23cbbe03a89344129e1a6d8419a66d23,imma good lil helper... :) Gg to the rescue :) you're welcome Brobro....,1281,2,2011-01-29,57
441,23cbbe03a89344129e1a6d8419a66d23,work....,1282,2,2011-01-29,57
438,23cbbe03a89344129e1a6d8419a66d23,lol i jus tried to crack a whip and epically failed hahahahaha :) i tried tho :3,1283,2,2011-01-30,56
437,23cbbe03a89344129e1a6d8419a66d23,Had a good performance review from Mcdonalds.... :),1284,2,2011-01-31,55
435,23cbbe03a89344129e1a6d8419a66d23,bought some new running shorts :D niiiiiiike....and they match my shoes :3,1252,2,2011-02-02,53
436,23cbbe03a89344129e1a6d8419a66d23,work..khols...watchin cuzin tumble..... yup sounds like a smooth day to me....,1253,2,2011-02-02,53
434,23cbbe03a89344129e1a6d8419a66d23,off today.....prolly going to run laterr....,1255,4,2011-02-03,52
433,23cbbe03a89344129e1a6d8419a66d23,"Dear Jessy, call me into work...i want to make money...NOW! :)",1254,2,2011-02-03,52
432,23cbbe03a89344129e1a6d8419a66d23,Like if you agree Super Bowl Sunday should be declared a National Holiday :),1260,2,2011-02-06,49
431,23cbbe03a89344129e1a6d8419a66d23,work. 2 to 5. woohoo off tommorow.... :),1263,2,2011-02-10,45
430,23cbbe03a89344129e1a6d8419a66d23,NO STRINGS ATTATCHED :D !!!!!!! MMMMM.....YAY!,1265,2,2011-02-11,44
429,23cbbe03a89344129e1a6d8419a66d23,omgeez......sooo tired....it was like everyone and thier grandma wanted coffee this morning O.O.........but heyhehy i made moneyyyyyyy!!!!!!!!!,4122,3,2011-02-13,42
428,23cbbe03a89344129e1a6d8419a66d23,Contemplating Sunshine.......,1268,2,2011-02-19,36
427,23cbbe03a89344129e1a6d8419a66d23,:) in a good mood :),1270,2,2011-02-22,33
426,23cbbe03a89344129e1a6d8419a66d23,Inhale...then exhale...breathe :),1271,2,2011-02-25,30
424,23cbbe03a89344129e1a6d8419a66d23,GAH!.... ( IM SOOO CONFUSED) at least i'm off tommorow ...i need some serious R&R....,1278,2,2011-02-28,27
425,23cbbe03a89344129e1a6d8419a66d23,:) im off.......,1279,2,2011-02-28,27
423,23cbbe03a89344129e1a6d8419a66d23,Dear all Cityville Friends...my computer won't load the app anymore :(,388,1,2011-03-01,26
